,budget,genres,homepage,id,keywords,original_language,Title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,Rating
253,70000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.couplesretreatmovie.com/,19899,"[{""id"": 2041, ""name"": ""island""}, {""id"": 2587, ""name"": ""married couple""}, {""id"": 5828, ""name"": ""yoga""}, {""id"": 6611, ""name"": ""tahiti""}, {""id"": 8728, ""name"": ""couples therapy""}, {""id"": 9767, ""name"": ""beautiful woman""}, {""id"": 18480, ""name"": ""tropical""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 215533, ""name"": ""french polynesia""}, {""id"": 215534, ""name"": ""polyn\u00e9sie fran\u00e7aise""}]",en,Couples Retreat,"Four couples, all friends, descend on a tropical island resort. Though one husband and wife are there to work on their marriage, the others just want to enjoy some fun in the sun. They soon find, however, that paradise comes at a price: Participation in couples therapy sessions is mandatory. What started out as a cut-rate vacation turns into an examination of the common problems many face.",26.676486999999998,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Wild West Picture Show Productions"", ""id"": 2796}, {""name"": ""Stuber Productions"", ""id"": 4403}, {""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-19,171844840,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It may be paradise... but it's no vacation.,Couples Retreat,5.3,588,5.5
254,61000000,"[{""id"": 28, ""name"": ""Action""}]",http://mazerunnermovies.com,294254,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 836, ""name"": ""resistance""}, {""id"": 2158, ""name"": ""maze""}, {""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 4884, ""name"": ""infection""}, {""id"": 10562, ""name"": ""on the run""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 14527, ""name"": ""storm""}, {""id"": 14673, ""name"": ""disease""}, {""id"": 18034, ""name"": ""desert""}, {""id"": 41412, ""name"": ""sewer""}, {""id"": 162344, ""name"": ""antidote""}, {""id"": 188950, ""name"": ""corporation""}, {""id"": 188957, ""name"": ""virus""}, {""id"": 204967, ""name"": ""runner""}, {""id"": 213987, ""name"": ""city ruin""}, {""id"": 219843, ""name"": ""immunity""}]",en,Maze Runner: The Scorch Trials,"Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD’s vastly superior forces and uncover its shocking plans for them all.",113.161483,"[{""name"": ""Gotham Group"", ""id"": 3672}, {""name"": ""Temple Hill Entertainment"", ""id"": 12292}, {""name"": ""TSG Entertainment"", ""id"": 22213}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-09-09,311256926,132.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Maze Was Just the Beginning.,Maze Runner: The Scorch Trials,6.4,3040,6.3
255,58000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",,39514,"[{""id"": 591, ""name"": ""cia""}, {""id"": 4948, ""name"": ""retirement""}, {""id"": 11325, ""name"": ""shot to death""}, {""id"": 12355, ""name"": ""sniper rifle""}, {""id"": 18115, ""name"": ""retired""}, {""id"": 18117, ""name"": ""female spy""}, {""id"": 165909, ""name"": ""alarm""}]",en,RED,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent, Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants.",41.430245,"[{""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""DC Entertainment"", ""id"": 9993}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-10-13,71664962,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Still armed. Still dangerous. Still got it.,RED,6.6,2808,7.1
256,60000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.jackreachermovie.com/,75780,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1589, ""name"": ""sniper""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 6149, ""name"": ""police""}, {""id"": 180124, ""name"": ""quarry""}]",en,Jack Reacher,"In an innocent heartland city, five are shot dead by an expert sniper. The police quickly identify and arrest the culprit, and build a slam-dunk case. But the accused man claims he's innocent and says ""Get Jack Reacher."" Reacher himself sees the news report and turns up in the city. The defense is immensely relieved, but Reacher has come to bury the guy. Shocked at the accused's request, Reacher sets out to confirm for himself the absolute certainty of the man's guilt, but comes up with more than he bargained for.",56.868399,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Mutual Film Company"", ""id"": 762}, {""name"": ""Skydance Productions"", ""id"": 6277}, {""name"": ""TC Productions"", ""id"": 21777}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-12-20,218340595,130.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Law Has Limits. He Does Not.,Jack Reacher,6.3,2998,7.0
257,60000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://contagionmovie.warnerbros.com/,39538,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 2766, ""name"": ""mutation""}, {""id"": 4884, ""name"": ""infection""}, {""id"": 6564, ""name"": ""terminal illness""}, {""id"": 6898, ""name"": ""quarantine""}, {""id"": 9744, ""name"": ""outbreak""}, {""id"": 13004, ""name"": ""medical""}, {""id"": 14674, ""name"": ""vaccine""}, {""id"": 14675, ""name"": ""lethal virus""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 17995, ""name"": ""epidemic""}]",en,Contagion,"As an epidemic of a lethal airborne virus - that kills within days - rapidly grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself.",38.820858,"[{""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}]",2011-09-08,137551594,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,Nothing spreads like fear,Contagion,6.2,1325,6.6
258,60000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",http://coraline.com/,14836,"[{""id"": 1566, ""name"": ""dream""}, {""id"": 4484, ""name"": ""eye""}, {""id"": 10668, ""name"": ""stuffed animal""}, {""id"": 33465, ""name"": ""parallel world""}, {""id"": 33466, ""name"": ""button""}, {""id"": 33467, ""name"": ""new home""}, {""id"": 33468, ""name"": ""secret door""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Coraline,"When Coraline moves to an old house, she feels bored and neglected by her parents. She finds a hidden door with a bricked up passage. During the night, she crosses the passage and finds a parallel world where everybody has buttons instead of eyes, with caring parents and all her dreams coming true. When the Other Mother invites Coraline to stay in her world forever, the girl refuses and finds that the alternate reality where she is trapped is only a trick to lure her.",51.146046999999996,"[{""name"": ""Focus Features"", ""id"": 10146}, {""name"": ""Laika Entertainment"", ""id"": 11537}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-02-05,124596398,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Be careful what you wish for.,Coraline,7.3,1386,7.7
259,60000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.thehappeningmovie.com,8645,"[{""id"": 3352, ""name"": ""tree""}, {""id"": 5096, ""name"": ""natural disaster""}, {""id"": 6711, ""name"": ""crisis""}, {""id"": 14798, ""name"": ""park""}, {""id"": 187291, ""name"": ""strange behavior""}]",en,The Happening,"When a deadly airborne virus threatens to wipe out the northeastern United States, teacher Elliott Moore (Mark Wahlberg) and his wife (Zooey Deschanel) flee from contaminated cities into the countryside in a fight to discover the truth. Is it terrorism, the accidental release of some toxic military bio weapon -- or something even more sinister? John Leguizamo and Betty Buckley co-star in this thriller from writer-director M. Night Shyamalan.",20.501582,"[{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""UTV Motion Pictures"", ""id"": 2320}, {""name"": ""Blinding Edge Pictures"", ""id"": 12236}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2008-06-11,163403799,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,We've Sensed It. We've Seen The Signs. Now... It's Happening.,The Happening,4.9,950,5.0
260,60000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,137094,"[{""id"": 212, ""name"": ""london england""}, {""id"": 417, ""name"": ""corruption""}, {""id"": 591, ""name"": ""cia""}, {""id"": 949, ""name"": ""terrorist""}, {""id"": 1589, ""name"": ""sniper""}, {""id"": 1653, ""name"": ""explosive""}, {""id"": 2051, ""name"": ""intelligence""}, {""id"": 2139, ""name"": ""russia""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 18420, ""name"": ""surveillance""}, {""id"": 33705, ""name"": ""agent""}, {""id"": 155723, ""name"": ""jack ryan""}, {""id"": 188114, ""name"": ""u.s. marine""}, {""id"": 199364, ""name"": ""rehab""}, {""id"": 202296, ""name"": ""analyst""}]",en,Jack Ryan: Shadow Recruit,"Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack.",42.538258,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Mace Neufeld Productions"", ""id"": 2767}, {""name"": ""Skydance Productions"", ""id"": 6277}, {""name"": ""Etalon film"", ""id"": 9341}, {""name"": ""Buckaroo Entertainment"", ""id"": 11250}]","[{""iso_3166_1"": ""RU"", ""name"": ""Russia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-01-15,50549107,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Trust no one.,Jack Ryan: Shadow Recruit,5.9,1173,6.2
261,60000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",http://www.foxmovies.com/movies/joy,274479,"[{""id"": 1382, ""name"": ""factory""}, {""id"": 1436, ""name"": ""inventor""}, {""id"": 2660, ""name"": ""strong woman""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 233558, ""name"": ""stolen patent""}]",en,Joy,A story based on the life of a struggling Long Island single mom who became one of the country's most successful entrepreneurs.,29.876507,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Annapurna Pictures"", ""id"": 13184}, {""name"": ""TSG Entertainment"", ""id"": 22213}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-12-24,101134059,124.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Joy,6.4,1581,6.6
262,60000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",https://www.facebook.com/LondonHasFallenOfficial,267860,"[{""id"": 212, ""name"": ""london england""}, {""id"": 949, ""name"": ""terrorist""}, {""id"": 158774, ""name"": ""terrorist attack""}]",en,London Has Fallen,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.",61.849520999999996,"[{""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""LHF Film"", ""id"": 73045}, {""name"": ""Gerard Butler Alan Siegel Entertainment"", ""id"": 73046}, {""name"": ""Nu Boyana Film Studios"", ""id"": 74795}]","[{""iso_3166_1"": ""BG"", ""name"": ""Bulgaria""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2016-03-02,205754447,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The world's leaders have assembled. So have their enemies.,London Has Fallen,5.8,1621,5.9
263,61000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",http://www.shootermovie.com/,7485,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 1589, ""name"": ""sniper""}, {""id"": 2944, ""name"": ""senator""}, {""id"": 5514, ""name"": ""conspiracy of murder""}, {""id"": 5885, ""name"": ""childlessness""}, {""id"": 9897, ""name"": ""rifle""}, {""id"": 12355, ""name"": ""sniper rifle""}, {""id"": 18525, ""name"": ""fbi agent""}]",en,Shooter,"A marksman living in exile is coaxed back into action after learning of a plot to kill the president. Ultimately double-crossed and framed for the attempt, he goes on the run to track the real killer and find out who exactly set him up, and why.",37.378081,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Grosvenor Park Impact Productions"", ""id"": 57421}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-03-22,95696996,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Yesterday was about honor. Today is about justice.,Shooter,6.9,1462,7.2
264,60000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",http://www.thelegomovie.com,137106,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 5376, ""name"": ""creativity""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9977, ""name"": ""part live action""}, {""id"": 10324, ""name"": ""toys""}, {""id"": 10542, ""name"": ""based on toy""}, {""id"": 13072, ""name"": ""falling in love""}, {""id"": 163455, ""name"": ""super powers""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 204035, ""name"": ""different worlds""}, {""id"": 210090, ""name"": ""lego""}, {""id"": 230775, ""name"": ""batman""}]",en,The Lego Movie,"An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from gluing the universe together.",59.547928000000006,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Vertigo Entertainment"", ""id"": 829}, {""name"": ""Lin Pictures"", ""id"": 2723}, {""name"": ""Warner Bros. Animation"", ""id"": 2785}, {""name"": ""LEGO"", ""id"": 4081}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Animal Logic"", ""id"": 8089}, {""name"": ""Warner Animation Group"", ""id"": 25120}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-02-06,469160692,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The story of a nobody who saved everybody.,The Lego Movie,7.5,3070,7.8
265,60000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",http://gangstersquad.warnerbros.com/,82682,"[{""id"": 12670, ""name"": ""los angeles""}, {""id"": 13142, ""name"": ""gangster""}]",en,Gangster Squad,"Los Angeles, 1949. Ruthless, Brooklyn-born mob king Mickey Cohen runs the show in this town, reaping the ill-gotten gains from the drugs, the guns, the prostitutes and — if he has his way — every wire bet placed west of Chicago. And he does it all with the protection of not only his own paid goons, but also the police and the politicians who are under his control. It’s enough to intimidate even the bravest, street-hardened cop… except, perhaps, for the small, secret crew of LAPD outsiders led by Sgt. John O’Mara and Jerry Wooters who come together to try to tear Cohen’s world apart.",29.041197999999998,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Lin Pictures"", ""id"": 2723}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Langley Park Production"", ""id"": 8057}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-01-10,105200903,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No Names. No Badges. No Mercy.,Gangster Squad,6.2,1778,6.7
266,60000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}]",http://www.themortalinstrumentsmovie.com/,123553,"[{""id"": 290, ""name"": ""angel""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 12564, ""name"": ""werewolf""}, {""id"": 157667, ""name"": ""warlock""}, {""id"": 186420, ""name"": ""downworlder""}, {""id"": 186423, ""name"": ""shadowhunter""}, {""id"": 186425, ""name"": ""demon hunter""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",en,The Mortal Instruments: City of Bones,"In New York City, Clary Fray, a seemingly ordinary teenager, learns that she is descended from a line of Shadowhunters — half-angel warriors who protect humanity from evil forces. After her mother disappears, Clary joins forces with a group of Shadowhunters and enters Downworld, an alternate realm filled with demons, vampires, and a host of other creatures. Clary and her companions must find and protect an ancient cup that holds the key to her mother's future.",45.514031,"[{""name"": ""Constantin Film Produktion"", ""id"": 5755}, {""name"": ""Don Carmody Productions"", ""id"": 22656}, {""name"": ""Unique Features"", ""id"": 60746}, {""name"": ""Mr. Smith Productions"", ""id"": 60747}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-08-21,90565421,130.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You have been chosen,The Mortal Instruments: City of Bones,6.2,1602,5.9
267,58000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",http://www.foxmovies.com/movies/deadpool,293660,"[{""id"": 2095, ""name"": ""anti hero""}, {""id"": 3070, ""name"": ""mercenary""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 11687, ""name"": ""breaking the fourth wall""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 223060, ""name"": ""self healing""}]",en,Deadpool,"Deadpool tells the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",514.5699559999999,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Marvel Entertainment"", ""id"": 7505}, {""name"": ""The Donners' Company"", ""id"": 11307}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Kinberg Genre"", ""id"": 78091}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-02-09,783112979,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Witness the beginning of a happy ending,Deadpool,7.4,10995,8.0
268,58800000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 28, ""name"": ""Action""}]",http://www.americansnipermovie.com,190859,"[{""id"": 1589, ""name"": ""sniper""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 5939, ""name"": ""iraq""}, {""id"": 11219, ""name"": ""navy seal""}, {""id"": 33564, ""name"": ""u.s. soldier""}]",en,American Sniper,"U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",87.53437,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}, {""name"": ""Mad Chance Productions"", ""id"": 57408}, {""name"": ""22 & Indiana Pictures"", ""id"": 57409}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-11,542307423,133.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The most lethal sniper in U.S. history.,American Sniper,7.4,4469,7.3
269,58000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",http://www.goosebumps-movie.com/,257445,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 2486, ""name"": ""fantasy""}, {""id"": 12564, ""name"": ""werewolf""}, {""id"": 18035, ""name"": ""family""}, {""id"": 163226, ""name"": ""ventriloquist dummy""}, {""id"": 186948, ""name"": ""book comes to life""}, {""id"": 209714, ""name"": ""3d""}]",en,Goosebumps,"A teenager teams up with the daughter of young adult horror author R.L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware.",45.351617,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Sony Pictures Animation"", ""id"": 2251}, {""name"": ""Sony Pictures Entertainment (SPE)"", ""id"": 7431}, {""name"": ""Scholastic Entertainment"", ""id"": 30246}, {""name"": ""LStar Capital"", ""id"": 34034}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-08-05,158162788,103.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The stories are alive.,Goosebumps,6.2,995,6.3
270,60000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}]",http://www.netflix.com/title/80039517,347969,"[{""id"": 155573, ""name"": ""wild west""}]",en,The Ridiculous 6,"When his long-lost outlaw father returns, Tommy ""White Knife"" Stockburn goes on an adventure-filled journey across the Old West with his five brothers.",19.694695,"[{""name"": ""Happy Madison Productions"", ""id"": 2608}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-12-11,0,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,The Ridiculous 6,4.9,388,4.8
271,58000000,"[{""id"": 35, ""name"": ""Comedy""}]",http://www.theinternshipmovie.com/,116741,"[{""id"": 3489, ""name"": ""job interview""}, {""id"": 14549, ""name"": ""loss of job""}, {""id"": 174420, ""name"": ""intern""}, {""id"": 176125, ""name"": ""reference to google""}, {""id"": 183126, ""name"": ""new job""}, {""id"": 194287, ""name"": ""laid off""}, {""id"": 194288, ""name"": ""transamerica pyramid""}]",en,The Internship,Two recently laid-off men in their 40s try to make it as interns at a successful Internet company where their managers are in their 20s.,1.551497,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""21 Laps Entertainment"", ""id"": 2575}, {""name"": ""Wild West Picture Show Productions"", ""id"": 2796}, {""name"": ""TSG Entertainment"", ""id"": 22213}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-06-07,44000000,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Hiring them was a brilliant mistake.,The Internship,6.1,1658,6.3
272,60000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.sonypictures.com/movies/residentevilafterlife/site/,35791,"[{""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 10327, ""name"": ""undead""}, {""id"": 11131, ""name"": ""biohazard""}, {""id"": 11738, ""name"": ""evil corporation""}, {""id"": 12102, ""name"": ""resident evil""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 41645, ""name"": ""based on video game""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 209714, ""name"": ""3d""}]",en,Resident Evil: Afterlife,"In a world ravaged by a virus infection, turning its victims into the Undead, Alice continues on her journey to find survivors and lead them to safety. Her deadly battle with the Umbrella Corporation reaches new heights, but Alice gets some unexpected help from an old friend. A new lead that promises a safe haven from the Undead takes them to Los Angeles, but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap.",2.143764,"[{""name"": ""Impact Pictures"", ""id"": 248}, {""name"": ""Davis-Films"", ""id"": 342}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2010-09-09,300228084,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,She's back...And she's bringing a few of her friends.,Resident Evil: Afterlife,5.8,1363,5.9
